id,kanun,madde,probe,iddia,gold,kaynak_alinti,degisiklik_notu,uretim_sablonu,durum
183,6331,25,P2_sayisal,"6331 sayılı Kanun'a göre işverenin işin durdurulmasını gerektiren hususların giderildiğini Bakanlığa yaz ılı olarak bildirmesi hâlinde, en geç on gün içinde işyerinde inceleme yapılarak işverenin talebi sonuçlandırılır.",YANLIS,"İşverenin işin durdurulmasını gerektiren hususların giderildiğini Bakanlığa yaz ılı olarak bildirmesi hâlinde, en geç yedi gün içinde işyerinde inceleme yapılarak işverenin talebi sonuçlandırılır.",,P2_swap(yedi→on),ONAY_BEKLIYOR
184,YDUY,7,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 7. maddesinde 2012 yılında değişiklik yapılmıştır.,DOGRU,"(1) (Değişik:RG-14/4/2012-28264) Proje müellifi, yapı ruhsatına esas olan uygulama projelerini ve zemin etüdü raporları da dâhil olmak üzere her türlü etüde dayalı çalışmaları mevzuata uygun olarak ya",değişiklik: 2012,P6_yil,ONAY_BEKLIYOR
185,TBDY,17.5.2.1,P1_dogrudan,"TBDY 2018'e göre kiriş üzerinde bölme duvar varsa, bölme duvarın yarattığı yayılı yük kiriş yüküne (w) yüküne ilgili yük katsayısı göz önüne alınarak eklenir.",DOGRU,"Kiriş üzerinde bölme duvar varsa, bölme duvarın yarattığı yayılı yük kiriş yüküne (w) yüküne ilgili yük katsayısı göz önüne alınarak eklenir.",,P1_verbatim,ONAY_BEKLIYOR
186,YDUY,29,P5_capraz,"Yapı Denetimi Uygulama Yönetmeliği'nin 36. maddesine göre kanunun 8 inci maddesinin birinci fıkrası uyarınca yeni iş almaktan men cezasına yol açan denetim işlerinde, ilgili idaresince bu işe ilişkin denetimsizliğin başladığı seviye tespit edilir ve bu seviyeden sonraki yapı denetim hizmet bedeli ödenmez.",YANLIS,"Kanunun 8 inci maddesinin birinci fıkrası uyarınca yeni iş almaktan men cezasına yol açan denetim işlerinde, ilgili idaresince bu işe ilişkin denetimsizliğin başladığı seviye tespit edilir ve bu seviyeden sonraki yapı de",,P5_maddeshift(29→36),ONAY_BEKLIYOR
187,YDUY,29,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 29. maddesinde 2022 yılında değişiklik yapılmıştır.,DOGRU,"(1) (Değişik:RG-22/8/2015-29453) (Değişik ibare:RG-23/12/2022-32052) Kanunun 8 inci maddesinin birinci fıkrası uyarınca yeni iş almaktan men cezasına yol açan denetim işlerinde, ilgili idaresince bu i",değişiklik: 2022,P6_yil,ONAY_BEKLIYOR
188,3194,36,P5_capraz,"3194 sayılı Kanun'un 28. maddesine göre kapıcı daireleri anabina içinde olabileceği gibi, nizamlara, fen ve sağlık şartlarına aykırı yapılmamak, brüt 40 metrekareyi geçmemek şartı ile bahçenin herhangi bir yerinde veya müştemilat binaları içerisinde de tertiplenebilir.",YANLIS,"Kapıcı daireleri anabina içinde olabileceği gibi, nizamlara, fen ve sağlık şartlarına aykırı yapılmamak, brüt 40 metrekareyi geçmemek şartı ile bahçenin herhangi bir yerinde veya müştemilat binaları içerisinde de tertipl",,P5_maddeshift(36→28),ONAY_BEKLIYOR
189,TBDY,2.1.2,P2_sayisal,"TBDY 2018'e göre deprem Yer Hareketi Düzeyi-2 (DD-1) DD-1 Deprem Yer Hareketi , spektral büyüklüklerin 50 yılda aşılma olasılığının %2 ve buna karşı gelen tekrarlanma periyodunun 2475 yıl olduğu çok seyrek deprem yer hareketini nitelemektedir.",YANLIS,"Deprem Yer Hareketi Düzeyi-1 (DD-1) DD-1 Deprem Yer Hareketi , spektral büyüklüklerin 50 yılda aşılma olasılığının %2 ve buna karşı gelen tekrarlanma periyodunun 2475 yıl olduğu çok seyrek deprem yer hareketini nitelemek",,P2_swap(1→2),ONAY_BEKLIYOR
190,YDUY,4,P2_sayisal,Yapı Denetimi Uygulama Yönetmeliği'ne göre eksikliklerin giderilmesinden sonra verilen iş bitirme tutanağı dört iş günü içinde onaylanır.,YANLIS,Eksikliklerin giderilmesinden sonra verilen iş bitirme tutanağı iki iş günü içinde onaylanır.,,P2_swap(iki→dört),ONAY_BEKLIYOR
191,6331,30,P6_guncellik,6331 sayılı Kanun'un 30. maddesinde 2017 yılında değişiklik yapılmıştır.,DOGRU,"(1) Aşağıdaki konular ile bu nlara ilişkin usul ve esaslar Bakanlıkça çıkarılacak yönetmeliklerle düzenlenir: a) İlgili bakanlıkların görüşü alınarak, iş sağlığı ve güvenliğinin sağlanması, sürdürülme",değişiklik: 2017,P6_yil,ONAY_BEKLIYOR
192,3194,32,P1_dogrudan,"3194 sayılı Kanun'un 32. maddesine göre yapının imar mevzuatına aykırı olduğuna dair bilgi, tapu kayıtlarının beyanlar hanesine kaydedilmek üzere ilgili idaresince tapu dairesine en geç yedi gün içinde yazılı olarak bildirilir.",DOGRU,"Yapının imar mevzuatına aykırı olduğuna dair bilgi, tapu kayıtlarının beyanlar hanesine kaydedilmek üzere ilgili idaresince tapu dairesine en geç yedi gün içinde yazılı olarak bildirilir.",,P1_madde_atifli,ONAY_BEKLIYOR
193,ISGRISK,10,P1_dogrudan,İSG Risk Değerlendirmesi Yönetmeliği'nin 10. maddesine göre belirlenen risk için kontrol tedbirlerinin hayata geçirilmesinden sonra yeniden risk seviyesi tespiti yapılır.,DOGRU,Belirlenen risk için kontrol tedbirlerinin hayata geçirilmesinden sonra yeniden risk seviyesi tespiti yapılır.,,P1_madde_atifli,ONAY_BEKLIYOR
194,3194,27,P6_guncellik,"3194 sayılı Kanun'un 27. maddesi, ilk yayımlandığı 1985 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(Değişik: 12/7/2013-6495/73 md.) Belediye ve mücavir alanlar dışında köylerin köy yerleşik alanlarında, civarında ve mezralarda yapılacak konut, entegre tesis niteliğinde olmayan ve imar planı gerekti",değişiklik: 2020,P6_degismedi,ONAY_BEKLIYOR
195,TBDY,17.9.3,P1_dogrudan,"TBDY 2018'in 17.9.3 numaralı bendine göre perdeye kuvvetli doğrultuda her iki uçtan iki kirişin saplandığı durumda per, jF kuvveti, perdeye saplanan iki kirişe, kirişlerin kat planındaki uzunlukları ile orantılı olarak paylaştırılır.",DOGRU,"Perdeye kuvvetli doğrultuda her iki uçtan iki kirişin saplandığı durumda per, jF kuvveti, perdeye saplanan iki kirişe, kirişlerin kat planındaki uzunlukları ile orantılı olarak paylaştırılır.",,P1_madde_atifli,ONAY_BEKLIYOR
196,6331,17,P1_dogrudan,"6331 sayılı Kanun'un 17. maddesine göre mesleki eğitim alma zorunluluğu bulunan tehlikeli ve çok tehl ikeli sınıfta yer alan işlerde, yapacağı işle ilgili mesleki eğitim aldığını belgeleyemeyenler çalıştırılamaz.",DOGRU,"Mesleki eğitim alma zorunluluğu bulunan tehlikeli ve çok tehl ikeli sınıfta yer alan işlerde, yapacağı işle ilgili mesleki eğitim aldığını belgeleyemeyenler çalıştırılamaz.",,P1_madde_atifli,ONAY_BEKLIYOR
197,3194,28,P5_capraz,"3194 sayılı Kanun'un 36. maddesine göre fenni mesuller, Bakanlık tarafından çıkarılan yönetmelikte belirlenen sınıf, özellik ve büyüklüğe sahip bulunan yapıların denetimi faaliyetine yardımcı olmak üzere, 38 inci maddeye göre uygun nitelikte ve sayıda fen adamı istihdam etmek mecburiyetindedir.",YANLIS,"Fenni mesuller, Bakanlık tarafından çıkarılan yönetmelikte belirlenen sınıf, özellik ve büyüklüğe sahip bulunan yapıların denetimi faaliyetine yardımcı olmak üzere, 38 inci maddeye göre uygun nitelikte ve sayıda fen adam",,P5_maddeshift(28→36),ONAY_BEKLIYOR
198,4708,12,P6_guncellik,4708 sayılı Kanun'un 12. maddesinde 2024 yılında değişiklik yapılmıştır.,DOGRU,Bu Kanunda hüküm bulunmayan hallerde 3194 sayılı İmar Kanunu ve ilgili mevzuat hükümleri uygulanır. (Değişik ikinci fıkra:14/2/2020 -7221/28 md.) İlgili idarelerin bu Kanunda belirtilen hususlara iliş,değişiklik: 2024,P6_yil,ONAY_BEKLIYOR
199,3194,39,P1_dogrudan,3194 sayılı Kanun'un 39. maddesine göre yapı sahibine bu şekilde tebligat yapılamaması hâlinde bu durum tebligat yapan idarenin internet sayfasında 30 gün süre ile ilan edilir ve tebligat varakası tebliğ yerine kaim olmak üzere tehlikeli yapıya asılır ve keyfiyet muhtarla birlikte bir zabıtla tespit edilir.,DOGRU,Yapı sahibine bu şekilde tebligat yapılamaması hâlinde bu durum tebligat yapan idarenin internet sayfasında 30 gün süre ile ilan edilir ve tebligat varakası tebliğ yerine kaim olmak üzere tehlikeli yapıya asılır ve keyfi,,P1_madde_atifli,ONAY_BEKLIYOR
200,3194,8,P6_guncellik,3194 sayılı Kanun'un 8. maddesinde 2020 yılında değişiklik yapılmıştır.,DOGRU,"Planların hazırlanmasında ve yürürlüğe konulmasında aşağıda belirtilen esaslara uyulur. a) Bölge planları; sosyo - ekonomik gelişme eğilimlerini, yerleşmelerin gelişme potansiyelini, sektörel hedefler",değişiklik: 2020,P6_yil,ONAY_BEKLIYOR
201,TBDY,15.2.4.2,P5_capraz,TBDY 2018'in 3.6.2.1 numaralı bendine göre donatı tespiti yapılan betonarme perde ve kolonlarda bulunan mevcut donatının minimum donatıya oranını ifade eden donatı gerçekleşme katsayısı belirlenecektir.,YANLIS,Donatı tespiti yapılan betonarme perde ve kolonlarda bulunan mevcut donatının minimum donatıya oranını ifade eden donatı gerçekleşme katsayısı belirlenecektir.,,P5_maddeshift(15.2.4.2→3.6.2.1),ONAY_BEKLIYOR
202,YDUY,6,P2_sayisal,Yapı Denetimi Uygulama Yönetmeliği'ne göre uygulama denetçisi inşaat mühendisi veya   (8) ilgili yardımcı kontrol elemanı gözetiminde beton dökümüne izin verilir.,YANLIS,Uygulama denetçisi inşaat mühendisi veya   (4) ilgili yardımcı kontrol elemanı gözetiminde beton dökümüne izin verilir.,,P2_swap(4→8),ONAY_BEKLIYOR
203,TBDY,2.1.2,P2_sayisal,"TBDY 2018'e göre deprem Yer Hareketi Düzeyi-4 (DD-2) DD-2 Deprem Yer Hareketi, spektral büyüklüklerin 50 yılda aşılma olasılığının %10 ve buna karşı gelen tekrarlanma periyodunun 475 yıl olduğu seyrek deprem yer hareketini nitelemektedir.",YANLIS,"Deprem Yer Hareketi Düzeyi-2 (DD-2) DD-2 Deprem Yer Hareketi, spektral büyüklüklerin 50 yılda aşılma olasılığının %10 ve buna karşı gelen tekrarlanma periyodunun 475 yıl olduğu seyrek deprem yer hareketini nitelemektedir",,P2_swap(2→4),ONAY_BEKLIYOR
204,6331,24,P6_guncellik,"6331 sayılı Kanun'un 24. maddesi, ilk yayımlandığı 2012 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) Bu Kanun hükümlerinin uygulanmasının izlenmesi ve teftişi, iş sağlığı ve güvenliği yönünden teftiş yapmaya yetkili Bakanlık iş müfettişlerince yapılır. Bu Kanun kapsamında yapılacak teftiş ve ince",değişiklik: 2024,P6_degismedi,ONAY_BEKLIYOR
205,3194,8,P5_capraz,3194 sayılı Kanun'un 10. maddesine göre kesinleşen imar planları veya parselasyon planlarına karşı kesinleşme tarihinden itibaren her halde beş yıl içinde dava açılabilir.,YANLIS,Kesinleşen imar planları veya parselasyon planlarına karşı kesinleşme tarihinden itibaren her halde beş yıl içinde dava açılabilir.,,P5_maddeshift(8→10),ONAY_BEKLIYOR
206,3194,39,P6_guncellik,"3194 sayılı Kanun'un 39. maddesi, ilk yayımlandığı 1985 yılından bu yana hiç değiştirilmemiştir.",YANLIS,(Değişik fıkra:4/7/2019-7181/12 md.) Genel güvenlik ve asayiş bakımından tehlike arz ettiği valilikçe tespit edilen metruk yapılar ile bir kısmı veya tamamının yıkılacak derecede tehlikeli olduğu bele,değişiklik: 2019,P6_degismedi,ONAY_BEKLIYOR
207,ISGRISK,10,P5_capraz,"6331 sayılı Kanun'a göre risk kontrol adımları uygulanırken toplu korunma önlemlerine, kişisel korunma önlemlerine göre öncelik verilmesi ve uygulanacak önlemlerin yeni risklere neden olmaması sağlanır.",YANLIS,"Risk kontrol adımları uygulanırken toplu korunma önlemlerine, kişisel korunma önlemlerine göre öncelik verilmesi ve uygulanacak önlemlerin yeni risklere neden olmaması sağlanır.",,P5_lawshuffle(ISGRISK→6331),ONAY_BEKLIYOR
208,3194,23,P5_capraz,İSG Risk Değerlendirmesi Yönetmeliği'ne göre alınan bu paralar teknik altyapıyı yaptıranlara veya bu meblağı önceden ilgili idareye ödeyenlere aynen geri verilir.,YANLIS,Alınan bu paralar teknik altyapıyı yaptıranlara veya bu meblağı önceden ilgili idareye ödeyenlere aynen geri verilir.,,P5_lawshuffle(3194→ISGRISK),ONAY_BEKLIYOR
209,ISGRISK,5,P1_dogrudan,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre risk değerlendirmesinin gerçekleştirilmiş olması; işverenin, işyerinde iş sağlığı ve güvenliğinin sağlanması yükümlülüğünü ortadan kaldırmaz.",DOGRU,"Risk değerlendirmesinin gerçekleştirilmiş olması; işverenin, işyerinde iş sağlığı ve güvenliğinin sağlanması yükümlülüğünü ortadan kaldırmaz.",,P1_verbatim,ONAY_BEKLIYOR
210,ISGRISK,0,P3_anakronizm,İş Sağlığı ve Güvenliği Risk Değerlendirmesi Yönetmeliği 2003 yılında Resmî Gazete'de yayımlanmıştır.,YANLIS,yıl: 2012,,P3_yil,ONAY_BEKLIYOR
211,TBDY,7.2.1.4,P2_sayisal,TBDY 2018'e göre c50’den daha yüksek bet on sınıflarının kullanıldığı durumlarda kesitlerin eğilme momenti ve eksenel yük altındaki taşıma gücü hesaplarında betonda oluşan gerilme dağılımı ve elastisite modulü TS EN 996- 1’de verilen şekilde kullanılacaktır.,YANLIS,C50’den daha yüksek bet on sınıflarının kullanıldığı durumlarda kesitlerin eğilme momenti ve eksenel yük altındaki taşıma gücü hesaplarında betonda oluşan gerilme dağılımı ve elastisite modulü TS EN 1992- 1’de verilen şe,,P2_swap(1992→996),ONAY_BEKLIYOR
212,6331,17,P1_dogrudan,"6331 sayılı Kanun'a göre iş kazası geçiren veya meslek hastalığına yakalanan çalışana işe başlamadan önce, söz konusu kazanın veya meslek hastalığının sebepleri, koru nma yolları ve güvenli çalışma yöntemleri ile ilgili ilave eğitim verilir.",DOGRU,"İş kazası geçiren veya meslek hastalığına yakalanan çalışana işe başlamadan önce, söz konusu kazanın veya meslek hastalığının sebepleri, koru nma yolları ve güvenli çalışma yöntemleri ile ilgili ilave eğitim verilir.",,P1_verbatim,ONAY_BEKLIYOR
213,TBDY,16.12.2.8,P1_dogrudan,"TBDY 2018'in 16.12.2.8 numaralı bendine göre topuğu etrafında serbestçe dönebilecek duvarlarda, dinamik kuvvetin statik kuvvet ile aynı noktada etkiyeceği varsayılabilir.",DOGRU,"Topuğu etrafında serbestçe dönebilecek duvarlarda, dinamik kuvvetin statik kuvvet ile aynı noktada etkiyeceği varsayılabilir.",,P1_madde_atifli,ONAY_BEKLIYOR
214,3194,33,P5_capraz,3194 sayılı Kanun'un 9. maddesine göre muvakkatlık müddeti tapu kaydına şerh verildiği günden başlar.,YANLIS,Muvakkatlık müddeti tapu kaydına şerh verildiği günden başlar.,,P5_maddeshift(33→9),ONAY_BEKLIYOR
215,YDUY,23,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'ne göre yapı kullanma izni belgesi tanzim edildiğinde ilgili idarece kuruluşa bilgi verilir.,DOGRU,Yapı kullanma izni belgesi tanzim edildiğinde ilgili idarece kuruluşa bilgi verilir.,,P1_verbatim,ONAY_BEKLIYOR
216,TBDY,7.11.3,P1_dogrudan,"TBDY 2018'in 7.11.3 numaralı bendine göre döşeme düzlemi içinde oluşan çekme gerilmesi değerinin ctdf ’den büyük olduğu durumda, düzlem içi çekme gerilmesi değeri, döşemenin eğilme dayanımı için gerekli olandan arta kalan donatı oranı ρ olmak üzere ydρf sınırını aşmayacaktır.",DOGRU,"Döşeme düzlemi içinde oluşan çekme gerilmesi değerinin ctdf ’den büyük olduğu durumda, düzlem içi çekme gerilmesi değeri, döşemenin eğilme dayanımı için gerekli olandan arta kalan donatı oranı ρ olmak üzere ydρf sınırını",,P1_madde_atifli,ONAY_BEKLIYOR
217,YDUY,4,P5_capraz,"Yapı Denetimi Uygulama Yönetmeliği'nin 1. maddesine göre faaliyeti durdurulmuş inşaatta eksikliklerin giderilmesi durumunda, inşaatın devamına izin verilir.",YANLIS,"Faaliyeti durdurulmuş inşaatta eksikliklerin giderilmesi durumunda, inşaatın devamına izin verilir.",,P5_maddeshift(4→1),ONAY_BEKLIYOR
218,ISGRISK,17,P1_dogrudan,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre işverenlere, risk değerlendirmesi ile ilgili yükümlülükleri bakımından yardımcı olmak veya yol göstermek amacıyla risk değerlendirmesi rehberleri hazırlanabilir.",DOGRU,"İşverenlere, risk değerlendirmesi ile ilgili yükümlülükleri bakımından yardımcı olmak veya yol göstermek amacıyla risk değerlendirmesi rehberleri hazırlanabilir.",,P1_verbatim,ONAY_BEKLIYOR
219,YDUY,0,P3_anakronizm,Yapı Denetimi Uygulama Yönetmeliği 2017 yılında Resmî Gazete'de yayımlanmıştır.,YANLIS,yıl: 2008,,P3_yil,ONAY_BEKLIYOR
220,3194,37,P6_guncellik,3194 sayılı Kanun'un 37. maddesinde 2019 yılında değişiklik yapılmıştır.,DOGRU,İmar planlarının tanziminde planlanan beldenin ve bölgenin şartları ile müstakbel ihtiyaçlar gözönünde tutularak lüzumlu otopark yerleri ayrılır. Otopark ihtiyacı bulunan bina ve tesislere lüzumlu oto,değişiklik: 2019,P6_yil,ONAY_BEKLIYOR
221,6331,25,P1_dogrudan,6331 sayılı Kanun'un 25. maddesine göre işyerinde durdurulan işlerde izinsiz çalışma yaptıran işveren veya işveren vekillerine üç yıldan beş yıla kadar hapis cezası verilir.,DOGRU,İşyerinde durdurulan işlerde izinsiz çalışma yaptıran işveren veya işveren vekillerine üç yıldan beş yıla kadar hapis cezası verilir.,,P1_madde_atifli,ONAY_BEKLIYOR
222,3194,40,P6_guncellik,3194 sayılı Kanun'un 40. maddesinde 2026 yılında değişiklik yapılmıştır.,DOGRU,"Arsalarda, evlerde ve sair yerlerde umumun sağlık ve selametini ihlal eden, şehircilik, estetik veya trafik bakımından mahzurlu görülen enkaz veya birikintilerin, gürültü ve duman tevlideden tesisleri",değişiklik: 2026,P6_yil,ONAY_BEKLIYOR
223,TBDY,17.4.2.2,P5_capraz,TBDY 2018'in 14.3.5 numaralı bendine göre uzun kenarın kısa kenara oranı 2 olan dikdörtgen enkesitli kolonlarda bu oran en az 0.0025 olacaktır.,YANLIS,Uzun kenarın kısa kenara oranı 2 olan dikdörtgen enkesitli kolonlarda bu oran en az 0.0025 olacaktır.,,P5_maddeshift(17.4.2.2→14.3.5),ONAY_BEKLIYOR
224,YDUY,25,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 25. maddesinde 2013 yılında değişiklik yapılmıştır.,DOGRU,"(1) (Değişik:RG-5/2/2013-28550) Kanun ile öngörülen hizmet bedellerini karşılamak üzere, Bakanlıkça Defterdarlık Muhasebe Müdürlüğü ve Mal Müdürlüklerinde emanet hesapları açılır. Yapı denetim kuruluş",değişiklik: 2013,P6_yil,ONAY_BEKLIYOR
225,YDUY,32,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'ne göre yapı denetim kuruluşlarından vize aşamasında, daha önce alınan teminat bedelleri ile vizeye ilişkin evrakların eksiksiz sunulduğu tarih için sekizinci fıkra uyarınca güncellenen teminat bedeli arasında doğacak teminat farkı bu maddede belirlenen esaslar dâhilinde alınır.",DOGRU,"Yapı denetim kuruluşlarından vize aşamasında, daha önce alınan teminat bedelleri ile vizeye ilişkin evrakların eksiksiz sunulduğu tarih için sekizinci fıkra uyarınca güncellenen teminat bedeli arasında doğacak teminat fa",,P1_verbatim,ONAY_BEKLIYOR
226,YDUY,4,P2_sayisal,"Yapı Denetimi Uygulama Yönetmeliği'ne göre inşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on üç iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı olarak bildirilir.",YANLIS,"İnşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on beş iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı ola",,P2_swap(beş→üç),ONAY_BEKLIYOR
